Universidade;Ano;Mês;Função;Grupo Natureza;Origem Recursos;Orçamento Inicial LOA;Total Orçamentário Até Mês;Total Orçamentário No Mês;Disponibilidade Orçamentária Até Mês;Disponibilidade Orçamentária No Mês;Empenhado Até Mês;Empenhado No Mês;Liquidado Até Mês;Liquidado No Mês;Pago Até Mês;Pago No Mês;Valor Empenhado;Valor Liquidado;Valor Pago;Fator Correção
45.31 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DE PONTA GROSSA - UEPG;2004;12;12 - EDUCAÇÃO;1 - PESSOAL E ENCARGOS SOCIAIS;T - TESOURO;152830594,3;-6642455,69;136061743,5;34428082,32;135641428,7;23845786,93;135637181,7;24939556,41;135637181,7;24939556,41;135637181,7;135637181,7;135637181,7;135637181,7;3,067655445
45.31 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DE PONTA GROSSA - UEPG;2004;12;12 - EDUCAÇÃO;3 - OUTRAS DESPESAS CORRENTES;T - TESOURO;6203290,13;0;8549064,9;0;8549064,9;1303678,68;8548515,58;2055016,37;8092019,61;2056422,28;8092019,61;8548515,58;8092019,61;8092019,61;3,067655445
45.31 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DE PONTA GROSSA - UEPG;2004;12;12 - EDUCAÇÃO;4 - INVESTIMENTOS;T - TESOURO;3006302,34;0;1182581,17;0;323637,65;168187,25;323484,85;213477,19;323484,85;213477,19;323484,85;323484,85;323484,85;323484,85;3,067655445
45.31 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DE PONTA GROSSA - UEPG;2004;12;28 - ENCARGOS ESPECIAIS;3 - OUTRAS DESPESAS CORRENTES;T - TESOURO;2953170,54;0;2094227,02;0;2094227,02;477700,4;2094227,02;183424,63;1799951,25;183424,63;1799951,25;2094227,02;1799951,25;1799951,25;3,067655445
45.32 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DE MARINGÁ - UEM;2004;12;10 - SAÚDE;1 - PESSOAL E ENCARGOS SOCIAIS;O - OUTRAS FONTES;6135,31;0;6135,31;0;6135,31;0;0;0;0;0;0;0;0;0;3,067655445
45.32 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DE MARINGÁ - UEM;2004;12;10 - SAÚDE;3 - OUTRAS DESPESAS CORRENTES;O - OUTRAS FONTES;16322871,92;-92029,66;21752622,05;-92029,66;18140580,47;1364722,69;16891499,65;1520863,47;14930903,87;1646055,26;14556692,18;16891499,65;14930903,87;14556692,18;3,067655445
45.32 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DE MARINGÁ - UEM;2004;12;10 - SAÚDE;4 - INVESTIMENTOS;O - OUTRAS FONTES;5464905,47;-245412,44;5219493,03;-245412,44;858943,52;-134345,52;174278,14;-45297,61;157964,96;-32827,59;157964,96;174278,14;157964,96;157964,96;3,067655445
45.32 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DE MARINGÁ - UEM;2004;12;10 - SAÚDE;1 - PESSOAL E ENCARGOS SOCIAIS;T - TESOURO;45687635,54;-127648,21;56623977,52;13705606,58;56623977,52;9702997,91;56609324,53;9651259,05;56497294,52;9256681,78;54507536,41;56609324,53;56497294,52;54507536,41;3,067655445
45.32 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DE MARINGÁ - UEM;2004;12;10 - SAÚDE;3 - OUTRAS DESPESAS CORRENTES;T - TESOURO;0;0;184059,33;0;184059,33;0;184059,33;167392,75;167392,75;167392,75;167392,75;184059,33;167392,75;167392,75;3,067655445
45.32 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DE MARINGÁ - UEM;2004;12;10 - SAÚDE;4 - INVESTIMENTOS;T - TESOURO;0;0;2253370,85;0;2253370,85;0;2253370,85;290769,96;2180682,75;285554,95;2175467,74;2253370,85;2180682,75;2175467,74;3,067655445
45.32 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DE MARINGÁ - UEM;2004;12;12 - EDUCAÇÃO;1 - PESSOAL E ENCARGOS SOCIAIS;O - OUTRAS FONTES;3742539,64;-475486,59;4647498;-475486,59;4509453,5;236447,83;4224382,88;236447,83;4224382,88;236447,83;4224382,88;4224382,88;4224382,88;4224382,88;3,067655445
45.32 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DE MARINGÁ - UEM;2004;12;12 - EDUCAÇÃO;3 - OUTRAS DESPESAS CORRENTES;O - OUTRAS FONTES;44358819,24;-1181047,35;54090670,84;-1181047,35;53093192;2923078,01;47578357,09;4319252,67;42097822,26;5447234,03;41858086,82;47578357,09;42097822,26;41858086,82;3,067655445
45.32 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DE MARINGÁ - UEM;2004;12;12 - EDUCAÇÃO;4 - INVESTIMENTOS;O - OUTRAS FONTES;70511502,2;1993976,04;73119009,33;1993976,04;20369232,15;4898544,4;15577712,15;2257808,37;8788354,76;2352681,35;8700458,6;15577712,15;8788354,76;8700458,6;3,067655445
45.32 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DE MARINGÁ - UEM;2004;12;12 - EDUCAÇÃO;1 - PESSOAL E ENCARGOS SOCIAIS;T - TESOURO;297828421,2;-2940142,21;283824288,8;69717053,06;283824288,8;45437527,11;282071466,2;47220008,95;283684723,7;45218680,11;279290623,6;282071466,2;283684723,7;279290623,6;3,067655445
45.32 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DE MARINGÁ - UEM;2004;12;12 - EDUCAÇÃO;3 - OUTRAS DESPESAS CORRENTES;T - TESOURO;22703717,95;-2614381,74;19971387,92;0;19452193,37;1950843,21;18936583,47;3088157,17;18766422,09;3088877,52;18759090,64;18936583,47;18766422,09;18759090,64;3,067655445
45.32 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DE MARINGÁ - UEM;2004;12;12 - EDUCAÇÃO;4 - INVESTIMENTOS;T - TESOURO;6442076,43;-2039009,22;3799134,82;0;3799134,82;2377404,32;2497242,28;256655,39;366630,84;255090,89;365066,34;2497242,28;366630,84;365066,34;3,067655445
45.32 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DE MARINGÁ - UEM;2004;12;28 - ENCARGOS ESPECIAIS;3 - OUTRAS DESPESAS CORRENTES;T - TESOURO;5120653,17;0;5120653,17;0;5120622,5;1137640,88;5120622,5;1137640,88;5120622,5;503653,56;4486635,18;5120622,5;5120622,5;4486635,18;3,067655445
45.33 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DO CENTRO-OESTE - UNICENTRO;2004;12;12 - EDUCAÇÃO;1 - PESSOAL E ENCARGOS SOCIAIS;O - OUTRAS FONTES;920296,63;0;920296,63;0;0;0;0;0;0;0;0;0;0;0;3,067655445
45.33 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DO CENTRO-OESTE - UNICENTRO;2004;12;12 - EDUCAÇÃO;3 - OUTRAS DESPESAS CORRENTES;O - OUTRAS FONTES;15321405,12;0;15321405,12;485051,54;8988528,02;454848,21;8333031,58;714200,8;8276921,87;606711,69;8015969,98;8333031,58;8276921,87;8015969,98;3,067655445
45.33 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DO CENTRO-OESTE - UNICENTRO;2004;12;12 - EDUCAÇÃO;4 - INVESTIMENTOS;O - OUTRAS FONTES;11350325,15;0;11350325,15;306765,54;2079005,31;370245,74;1349108,82;768954,8;1317725,35;386611,71;932149,87;1349108,82;1317725,35;932149,87;3,067655445
45.33 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DO CENTRO-OESTE - UNICENTRO;2004;12;12 - EDUCAÇÃO;1 - PESSOAL E ENCARGOS SOCIAIS;T - TESOURO;62672200,74;74292,48;72872888,26;8748284,58;72872888,26;13176849,87;72828158,63;13196684,96;72828158,63;13147756,1;72777875,95;72828158,63;72828158,63;72777875,95;3,067655445
45.33 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DO CENTRO-OESTE - UNICENTRO;2004;12;12 - EDUCAÇÃO;3 - OUTRAS DESPESAS CORRENTES;T - TESOURO;7416241,1;-74292,48;8893814,15;0;7989892,67;1003977,95;7775711,14;1985820,74;7824287,04;1747120,06;7272841,76;7775711,14;7824287,04;7272841,76;3,067655445
45.33 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DO CENTRO-OESTE - UNICENTRO;2004;12;12 - EDUCAÇÃO;4 - INVESTIMENTOS;T - TESOURO;2576830,57;0;736237,31;0;0;0;0;0;0;0;0;0;0;0;3,067655445
45.33 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DO CENTRO-OESTE - UNICENTRO;2004;12;28 - ENCARGOS ESPECIAIS;3 - OUTRAS DESPESAS CORRENTES;T - TESOURO;1020946,41;0;1020946,41;0;1020946,41;95285,55;1020915,73;184680,9;887345,6;89395,34;792060,05;1020915,73;887345,6;792060,05;3,067655445
45.34 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DO OESTE DO PARANÁ - UNIOESTE;2004;12;10 - SAÚDE;3 - OUTRAS DESPESAS CORRENTES;O - OUTRAS FONTES;35584803,16;0;35584803,16;0;1227062,18;116257,36;825415,15;238068,65;814782,51;195792,28;772506,14;825415,15;814782,51;772506,14;3,067655445
45.34 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DO OESTE DO PARANÁ - UNIOESTE;2004;12;10 - SAÚDE;1 - PESSOAL E ENCARGOS SOCIAIS;T - TESOURO;14724746,14;3420015,55;18144761,69;5844987,98;18144761,69;4243255,65;18124485,65;4332128,57;18143761,91;3885604,2;17697237,54;18124485,65;18143761,91;17697237,54;3,067655445
45.34 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DO OESTE DO PARANÁ - UNIOESTE;2004;12;10 - SAÚDE;3 - OUTRAS DESPESAS CORRENTES;T - TESOURO;3374420,99;821150,01;5321400,55;821150,01;5321400,55;858139,52;5316298,79;1478697,05;5318745,49;292020,18;4132068,63;5316298,79;5318745,49;4132068,63;3,067655445
45.34 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DO OESTE DO PARANÁ - UNIOESTE;2004;12;12 - EDUCAÇÃO;1 - PESSOAL E ENCARGOS SOCIAIS;O - OUTRAS FONTES;1533827,72;0;1533827,72;705560,75;705560,75;249001,93;249001,93;181326,38;181326,38;181326,38;181326,38;249001,93;181326,38;181326,38;3,067655445
45.34 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DO OESTE DO PARANÁ - UNIOESTE;2004;12;12 - EDUCAÇÃO;3 - OUTRAS DESPESAS CORRENTES;O - OUTRAS FONTES;37000771,56;0;37000771,56;-33517,2;17040957,91;1111397,49;14912400,82;2577340,57;13835614,37;1564690,33;12819535,59;14912400,82;13835614,37;12819535,59;3,067655445
45.34 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DO OESTE DO PARANÁ - UNIOESTE;2004;12;12 - EDUCAÇÃO;4 - INVESTIMENTOS;O - OUTRAS FONTES;87412627,17;0;87412627,17;45987,22;7804299,51;765511,54;6246734,58;1064515,58;3708903,29;816788,48;3461176,19;6246734,58;3708903,29;3461176,19;3,067655445
45.34 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DO OESTE DO PARANÁ - UNIOESTE;2004;12;12 - EDUCAÇÃO;1 - PESSOAL E ENCARGOS SOCIAIS;T - TESOURO;129823178,4;6644078,48;136467256,9;35517302,47;136467256,9;25058701,26;136448668,7;25278096,15;136466042,6;25016634,26;136204580,8;136448668,7;136466042,6;136204580,8;3,067655445
45.34 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DO OESTE DO PARANÁ - UNIOESTE;2004;12;12 - EDUCAÇÃO;3 - OUTRAS DESPESAS CORRENTES;T - TESOURO;10430028,51;-2454124,36;6850074,61;0;6850074,61;241763,09;6818383;1849179,17;6802679,24;812369,61;5743384,01;6818383;6802679,24;5743384,01;3,067655445
45.34 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DO OESTE DO PARANÁ - UNIOESTE;2004;12;12 - EDUCAÇÃO;4 - INVESTIMENTOS;T - TESOURO;3006302,34;-583971,16;2085441,25;957108,5;2085425,92;948746,93;2077064,35;1113398,49;2077064,35;104420,26;1068086,12;2077064,35;2077064,35;1068086,12;3,067655445
45.34 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DO OESTE DO PARANÁ - UNIOESTE;2004;12;28 - ENCARGOS ESPECIAIS;3 - OUTRAS DESPESAS CORRENTES;T - TESOURO;3305950,92;-821150,01;2484800,91;0;2484800,91;-270,94;2484529,98;737722,3;2484529,98;193151,73;1939959,41;2484529,98;2484529,98;1939959,41;3,067655445
45.46 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DO PARANÁ - UNESPAR;2004;12;12 - EDUCAÇÃO;1 - PESSOAL E ENCARGOS SOCIAIS;O - OUTRAS FONTES;264125,13;0;264125,13;0;135360,3;0;3367,4;0;3367,4;0;3367,4;3367,4;3367,4;3367,4;3,067655445
45.46 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DO PARANÁ - UNESPAR;2004;12;12 - EDUCAÇÃO;3 - OUTRAS DESPESAS CORRENTES;O - OUTRAS FONTES;13998478,71;0;13952463,88;-248480,09;9304140,68;1184575,89;7522807,58;1272164,72;7078601,78;1303689,76;7068199,18;7522807,58;7078601,78;7068199,18;3,067655445
45.46 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DO PARANÁ - UNESPAR;2004;12;12 - EDUCAÇÃO;4 - INVESTIMENTOS;O - OUTRAS FONTES;16715685,2;0;16761700,03;368118,65;4562085,27;838920,14;3631831,52;424122,66;2546507,38;422650,19;2545034,91;3631831,52;2546507,38;2545034,91;3,067655445
45.46 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DO PARANÁ - UNESPAR;2004;12;12 - EDUCAÇÃO;5 - INVERSÕES FINANCEIRAS;O - OUTRAS FONTES;92029,66;0;92029,66;0;92029,66;0;76691,39;0;76691,39;0;76691,39;76691,39;76691,39;76691,39;3,067655445
45.46 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DO PARANÁ - UNESPAR;2004;12;12 - EDUCAÇÃO;1 - PESSOAL E ENCARGOS SOCIAIS;T - TESOURO;82326669,18;177924,02;81707002,78;1214791,56;81705505,76;12870395,35;80722245,1;14063492,42;80707020,94;14098948,2;80620491,34;80722245,1;80707020,94;80620491,34;3,067655445
45.46 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DO PARANÁ - UNESPAR;2004;12;12 - EDUCAÇÃO;3 - OUTRAS DESPESAS CORRENTES;T - TESOURO;14981570,25;-177924,02;13269818,51;-177924,02;13055082,63;703309,25;11091679;1204888,03;10921866,14;1232277,71;10881547,85;11091679;10921866,14;10881547,85;3,067655445
45.46 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DO PARANÁ - UNESPAR;2004;12;28 - ENCARGOS ESPECIAIS;3 - OUTRAS DESPESAS CORRENTES;O - OUTRAS FONTES;20706,67;0;20706,67;0;0;0;0;0;0;0;0;0;0;0;3,067655445
45.46 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DO PARANÁ - UNESPAR;2004;12;28 - ENCARGOS ESPECIAIS;3 - OUTRAS DESPESAS CORRENTES;T - TESOURO;1619353,96;-408857,12;1210496,84;0;1204361,53;196792,37;929748,17;130472,6;863425,34;119925,91;852878,65;929748,17;863425,34;852878,65;3,067655445
45.30 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DE LONDRINA - UEL;2002;12;10 - SAÚDE;3 - OUTRAS DESPESAS CORRENTES;O - OUTRAS FONTES;62250400,31;5824833,55;68075233,86;5824833,55;64659641,21;10902871,84;63255175,15;5333605,6;51824899,33;5333605,6;51824899,33;63255175,15;51824899,33;51824899,33;3,607771426
45.30 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DE LONDRINA - UEL;2002;12;10 - SAÚDE;4 - INVESTIMENTOS;O - OUTRAS FONTES;42830740,82;-5824833,55;37005907,26;-5824833,55;24762148,44;416175,3;20228363,1;9579708,58;18240659,77;9579708,58;18240659,77;20228363,1;18240659,77;18240659,77;3,607771426
45.30 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DE LONDRINA - UEL;2002;12;10 - SAÚDE;1 - PESSOAL E ENCARGOS SOCIAIS;T - TESOURO;108270014,2;15170263,95;123440278,2;14809486,81;123079501;19842825,53;123078086,8;18544738,55;121779999,8;18544738,55;121779999,8;123078086,8;121779999,8;121779999,8;3,607771426
45.30 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DE LONDRINA - UEL;2002;12;10 - SAÚDE;4 - INVESTIMENTOS;T - TESOURO;27058285,7;-27058285,7;721554,29;-27058285,7;721554,29;0;0;0;0;0;0;0;0;0;3,607771426
45.30 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DE LONDRINA - UEL;2002;12;12 - EDUCAÇÃO;2 - JUROS E ENCARGOS DA DÍVIDA;O - OUTRAS FONTES;1948196,57;0;1948196,57;0;0;0;0;0;0;0;0;0;0;0;3,607771426
45.30 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DE LONDRINA - UEL;2002;12;12 - EDUCAÇÃO;3 - OUTRAS DESPESAS CORRENTES;O - OUTRAS FONTES;44924943,9;2752729,6;47677673,5;2752729,6;43584884,1;7773579,37;36587685,96;4087693,85;28602361,9;4103362,4;28597255,53;36587685,96;28602361,9;28597255,53;3,607771426
45.30 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DE LONDRINA - UEL;2002;12;12 - EDUCAÇÃO;4 - INVESTIMENTOS;O - OUTRAS FONTES;79619907,61;-2752729,6;76867178,01;-2752729,6;29874641,95;3165249,9;14185397,16;9500539,35;12559048,72;9500539,35;12559048,72;14185397,16;12559048,72;12559048,72;3,607771426
45.30 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DE LONDRINA - UEL;2002;12;12 - EDUCAÇÃO;1 - PESSOAL E ENCARGOS SOCIAIS;T - TESOURO;288584842,7;34579569,14;323164411,8;34193519,56;322778362,2;55081012,87;322746426,3;50711713,41;318377126,9;50711713,41;318377126,9;322746426,3;318377126,9;318377126,9;3,607771426
45.30 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DE LONDRINA - UEL;2002;12;12 - EDUCAÇÃO;3 - OUTRAS DESPESAS CORRENTES;T - TESOURO;23707964,84;-721554,29;25219949,37;-721554,29;25142317,35;2829069,57;24871543,06;2541628,65;23678841,79;2541628,65;23678841,79;24871543,06;23678841,79;23678841,79;3,607771426
45.30 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DE LONDRINA - UEL;2002;12;12 - EDUCAÇÃO;4 - INVESTIMENTOS;T - TESOURO;5411657,14;-4329325,71;1082331,43;-4329325,71;0;0;0;0;0;0;0;0;0;0;3,607771426
45.30 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DE LONDRINA - UEL;2002;12;28 - ENCARGOS ESPECIAIS;3 - OUTRAS DESPESAS CORRENTES;T - TESOURO;618696,72;0;618696,72;17245,15;25813,6;17241,86;25808,81;0;8566,94;0;8566,94;25808,81;8566,94;8566,94;3,607771426
45.31 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DE PONTA GROSSA - UEPG;2002;12;12 - EDUCAÇÃO;1 - PESSOAL E ENCARGOS SOCIAIS;O - OUTRAS FONTES;1082331,43;0;1082331,43;0;938832,32;0;921660,34;158245,41;921660,34;158245,41;921660,34;921660,34;921660,34;921660,34;3,607771426
45.31 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DE PONTA GROSSA - UEPG;2002;12;12 - EDUCAÇÃO;2 - JUROS E ENCARGOS DA DÍVIDA;O - OUTRAS FONTES;1118409,14;0;1118409,14;0;0;0;0;0;0;0;0;0;0;0;3,607771426
45.31 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DE PONTA GROSSA - UEPG;2002;12;12 - EDUCAÇÃO;3 - OUTRAS DESPESAS CORRENTES;O - OUTRAS FONTES;42914441,12;0;42914441,12;237369,71;21228318,28;563296,65;18717103,58;1931435,22;18607718,66;1984707;18607718,66;18717103,58;18607718,66;18607718,66;3,607771426
45.31 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DE PONTA GROSSA - UEPG;2002;12;12 - EDUCAÇÃO;4 - INVESTIMENTOS;O - OUTRAS FONTES;93001961,62;0;93001961,62;0;15319420,05;-933905,4;13584734,53;1165756,45;13579620,51;1165756,45;13579620,51;13584734,53;13579620,51;13579620,51;3,607771426
45.31 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DE PONTA GROSSA - UEPG;2002;12;12 - EDUCAÇÃO;1 - PESSOAL E ENCARGOS SOCIAIS;T - TESOURO;146731671,7;13047956,33;159779628;13047956,33;159779628;25194028,4;159276441,6;25194028,4;159276441,6;25194028,4;159276441,6;159276441,6;159276441,6;159276441,6;3,607771426
45.31 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DE PONTA GROSSA - UEPG;2002;12;12 - EDUCAÇÃO;3 - OUTRAS DESPESAS CORRENTES;T - TESOURO;9490567,44;490490,96;11163285,4;490490,96;11163285,4;1059088,54;10681425,64;2616365,76;10418763,47;2658387,21;10418763,47;10681425,64;10418763,47;10418763,47;3,607771426
45.31 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DE PONTA GROSSA - UEPG;2002;12;12 - EDUCAÇÃO;4 - INVESTIMENTOS;T - TESOURO;30485668,55;-18940799,99;15213972,1;-18940799,99;15213972,1;-4606662,03;9141309,33;2155363,14;4985878,49;2161554,08;4985878,49;9141309,33;4985878,49;4985878,49;3,607771426
45.32 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DE MARINGÁ - UEM;2002;12;10 - SAÚDE;1 - PESSOAL E ENCARGOS SOCIAIS;O - OUTRAS FONTES;18038,86;0;18038,86;0;0;0;0;0;0;0;0;0;0;0;3,607771426
45.32 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DE MARINGÁ - UEM;2002;12;10 - SAÚDE;3 - OUTRAS DESPESAS CORRENTES;O - OUTRAS FONTES;14395007,99;0;14395007,99;0;11166052,56;1269997,02;10640340,34;1405366,95;9396385,63;1138308,45;8914722,24;10640340,34;9396385,63;8914722,24;3,607771426
45.32 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DE MARINGÁ - UEM;2002;12;10 - SAÚDE;4 - INVESTIMENTOS;O - OUTRAS FONTES;10502222,62;0;10502222,62;0;1324939,63;31110,61;1211964,07;295212,28;1081650,06;295993,44;1081397,52;1211964,07;1081650,06;1081397,52;3,607771426
45.32 - SECRETARIA DE ESTADO DA CIÊNCIA, TECNOLOGIA E ENSINO SUPERIOR / UNIVERSIDADE ESTADUAL DE MARINGÁ - UEM;2002;12;10 - SAÚDE;1 - PESSOAL E ENCARGOS SOCIAIS;T - TESOURO;44375588,54;1086877,22;45462465,76;1086877,22;45462465,76;7374037,77;45462465,76;7376182,84;45462465,76;7175525,34;45253006,31;45462465,76;45462465,76;45253006,31;3,607771426
